"","Family","species","valid_Apr2016","Phylogeny","other.phylogeny","Realm","time","element","activity.Season.Length","breeding.age..female..months.","field.body.temperature","preferred.body.temperature","Latitude_centroid","Longitude_centroid","npp","mean.annual.temperature","annual.precipitation","biome","insular.endemic","foraging","sub.order","infraorder","log_mass"
"836","Gekkonidae","Hemidactylus_mabouia","yes","Pyron and Burbrink 2014","Carranza and Arnold 2006","Afrotropic","Cathemeral","air",NA,11.5,29.3,"#DIV/0!",-6.873918086,16.2547642,11.76,22.93,1310.06,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Sit&wait","Sauria","Gekkota",1.153663569
"838","Varanidae","Varanus_exanthematicus","yes","Pyron and Burbrink 2014","Ast 2001, Collar et al. 2011, Welton et al. 2013","Afrotropic","Diurnal","air",NA,NA,34,"35.5",10.66164607,11.79798466,11.37,26.4,957.97,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Platynota",3.999823187
"839","Lacertidae","Latastia_longicaudata","yes","Pyron and Burbrink 2014","Mayer & Pavlicev 2007","Afrotropic","Diurnal","air",NA,NA,37.8,"#DIV/0!",12.58832032,23.59177673,11,25.56,483.87,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","mixed","Sauria","Lacertoidea",1.481149814
"840","Cordylidae","Platysaurus_intermedius","yes","Pyron and Burbrink 2014","no","Afrotropic","Diurnal","air",NA,NA,28.835,"31.2",-20.63880663,30.57145853,11.56,20.46,680.72,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Sit&wait","Sauria","Scincoidea",1.82790647
"841","Cordylidae","Cordylus_jonesii","yes","Pyron and Burbrink 2014","Stanley et al. 2011, Greenbaum et al. 2012, Nielsen and Colston 2014","Afrotropic",NA,"air",NA,36,33.5,"33.60037736",-23.49596666,29.98011569,11.48,20.37,614.47,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no",NA,"Sauria","Scincoidea",1.301034512
"842","Scincidae","Afroablepharus_wahlbergi","yes","Medina et al. 2016","Pyron and Burbrink 2014, Jesus et al. 2013","Afrotropic","Diurnal","air",NA,8,33,"#DIV/0!",-12.88294988,33.60543418,11.53,22.23,789.82,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Scincoidea",0.707155136
"843","Gekkonidae","Lygodactylus_capensis","yes","Pyron and Burbrink 2014","Roll et al. 2010, Travers et al. 2014","Afrotropic","Diurnal","air",12,8,36,"#DIV/0!",-15.78965375,28.26477749,11.65,21.61,907.87,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Sit&wait","Sauria","Gekkota",0.268006406
"844","Gerrhosauridae","Gerrhosaurus_flavigularis","yes","Pyron and Burbrink 2014","Lamb and Bauer 2013","Afrotropic","Diurnal","air",NA,NA,33.3,"#DIV/0!",-18.17496408,31.54506162,11.52,20.66,767.87,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Scincoidea",1.903173978
"845","Scincidae","Trachylepis_punctatissima","yes","no","no","Afrotropic","Diurnal","air",NA,NA,34.845,"#DIV/0!",-25.53034926,26.87220663,11.35,17.77,572.96,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no",NA,"Sauria","Scincoidea",1.427880218
"846","Lacertidae","Heliobolus_lugubris","yes","Pyron and Burbrink 2014","no","Afrotropic","Diurnal","air",NA,NA,38.16,"#DIV/0!",-20.83935736,21.45945137,11.26,20.61,478.73,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Lacertoidea",0.806907315
"847","Lacertidae","Nucras_intertexta","yes","Edwards et al. 2013","Edwards et al. 2013","Afrotropic","Diurnal","air",NA,NA,38.9,"#DIV/0!",-23.21964717,24.65507066,11.26,19.71,464.45,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Lacertoidea",1.279700296
"848","Agamidae","Acanthocercus_atricollis","yes","Leache et al. 2014","Pyron and Burbrink 2014","Afrotropic","Diurnal","air",NA,NA,39.825,"#DIV/0!",-11.14102187,29.80220515,11.65,22.14,941.14,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Sit&wait","Sauria","Acrodontia",2.247452923
"849","Gerrhosauridae","Broadleysaurus_major","yes","Pyron and Burbrink 2014","Lamb and Bauer 2013","Afrotropic","Diurnal","air",NA,NA,31.7,"#DIV/0!",-8.152065175,30.11646548,11.6,23.62,922.53,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Sit&wait","Sauria","Scincoidea",2.58757737
"850","Scincidae","Mochlus_sundevalli","yes","Pyron and Burbrink 2014","no","Afrotropic","Diurnal","earth",NA,NA,32.7,"#DIV/0!",-12.02438914,29.24295517,11.52,22.14,762.43,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Scincoidea",1.804847427
"851","Lacertidae","Heliobolus_spekii","yes","Pyron and Burbrink 2014","no","Afrotropic","Diurnal","air",NA,NA,36.8,"#DIV/0!",2.627516071,39.58650617,11.27,24.73,546.22,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","mixed","Sauria","Lacertoidea",0.70432434
"853","Chamaeleonidae","Trioceros_ellioti","yes","Pyron and Burbrink 2014","Tolley et al. 2013, Ceccarelli et al. 2014, Stipala 2014","Afrotropic","Diurnal","air",12,7.5,32.25,"33.4",-0.171510388,31.19116704,11.79,20.8,1266.21,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no",NA,"Sauria","Acrodontia",1.327548248
"855","Teiidae","Contomastix_lacertoides","yes","Reeder et al. 2002","Koch et al. 2013","Neotropic","Diurnal","air",NA,NA,35.1,"#DIV/0!",-19.48755798,-62.56976815,11.76,20.82,838.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Lacertoidea",1.118582147
"856","Teiidae","Cnemidophorus_gramivagus","yes","Pyron and Burbrink 2014","Reeder et al. 2002","Neotropic","Diurnal","air",NA,NA,37.65,"#DIV/0!",4.796760572,-69.71703821,11.8,26.95,2347.81,"Tropical & Subtropical Grasslands, Savannas & Shrublands","no","Active","Sauria","Lacertoidea",1.673464346
"857","Sphaerodactylidae","Gonatodes_albogularis","yes","Pyron and Burbrink 2014","Schargel et al. 2010","Neotropic","Diurnal","air",12,8.25,27.24,"#DIV/0!",9.419686592,-79.14585321,11.67,24.78,2465.35,"Tropical & Subtropical Moist Broadleaf Forests","no","","Sauria","Gekkota",0.435286475
"858","Dactyloidae","Anolis_chrysolepis","yes","Pyron and Burbrink 2014","no","Neotropic","Diurnal","air",NA,NA,28.95,"#DIV/0!",-6.454220755,-58.0484338,11.93,24.87,2041.07,"Tropical & Subtropical Moist Broadleaf Forests","no","mixed","Sauria","Pleurodonta",0.925279719
"859","Scincidae","Eutropis_rudis","yes","Pyron and Burbrink 2014","Datta-Roy et al. 2012, Barley et al. 2014","Oriental","Diurnal","air",NA,NA,32.83,"#DIV/0!",3.876126794,118.1322599,11.77,24.94,2578.68,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Scincoidea",1.588676243
"860","Liolaemidae","Liolaemus_huacahuasicus","yes","Pyron and Burbrink 2014","no","Neotropic","Diurnal","air",NA,NA,31.75,"#DIV/0!",-26.57749748,-65.75886872,11.28,11.73,282.13,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.146879695
"861","Liolaemidae","Liolaemus_pagaburoi","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008","Neotropic","Diurnal","air",NA,NA,31.7,"#DIV/0!",-26.88049503,-65.89480324,11.31,12.01,337.87,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",0.764655501
"862","Scincidae","Oligosoma_lichenigera","yes","Pyron and Burbrink 2014","Smith et al. 2007, Chapple et al. 2009","Oceania","Cathemeral","air",NA,42,25.9,"#DIV/0!",-31.5576476,159.084311,0,18.9,1534,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Scincoidea",1.020077568
"863","Gekkonidae","Christinus_guentheri","yes","Heinicke et al. 2014","no","Oceania","Nocturnal","air",NA,NA,20.25,"#DIV/0!",-31.5671863,159.0865209,0,18.9,1534,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Gekkota",1.303745074
"864","Scincidae","Concinnia_queenslandiae","yes","Pyron and Burbrink 2014","Skinner et al. 2013, Rabosky et al. 2014","Australia","Cathemeral","earth",NA,NA,32.7,"#DIV/0!",-17.10694851,145.4154039,11.59,22.91,1809.33,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Scincoidea",1.105093711
"865","Dactyloidae","Anolis_distichus","yes","Pyron and Burbrink 2014","Geneva et al. 2015 (for Anolis ocior and Anolis dominicensis), Nicholson et al. 2005, ","Neotropic","Diurnal","air",NA,9,28.95,"#DIV/0!",19.66796169,-72.22093579,11.49,24.24,1341.11,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Pleurodonta",0.622786596
"867","Gymnophthalmidae","Cercosaura_eigenmanni","yes","Pyron and Burbrink 2014","Doan 2003, Colli et al. 2015, Torres-Carvajal et al. 2015, Torres-Carvajal et al. 2016","Neotropic","Diurnal","air",NA,NA,28.55,"#DIV/0!",-12.56296377,-65.04042122,11.96,24.31,1871.23,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",0.488243041
"868","Dactyloidae","Anolis_fuscoauratus","yes","Pyron and Burbrink 2014","Alfoldi et al. 2011","Neotropic","Diurnal","air",NA,NA,28.55,"#DIV/0!",-3.479882798,-60.63011609,11.9,24.7,2017.96,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",0.474481837
"869","Sphaerodactylidae","Gonatodes_hasemani","yes","Pyron and Burbrink 2014","Gamble et al. 2008b","Neotropic","Diurnal","air",NA,NA,30.6,"#DIV/0!",-7.928686734,-65.09202132,11.98,24.86,2217.09,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Gekkota",0.38039076
"871","Amphisbaenidae","Amphisbaena_mertensii","yes","Pyron and Burbrink 2014","Vidal et al. 2008, Mott and Vieites 2009, Teixeira et al. 2014, Longrich et al. 2015","Neotropic",NA,"earth",NA,NA,22.35,"21.4",-23.36022693,-52.03624894,11.85,20.99,1362.11,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Amphisbaenia","Amphisbaenia (Lacertoidea)",1.822424914
"872","Tropiduridae","Tropidurus_insulanus","yes","Pyron and Burbrink 2014","Frost et al. 2001","Neotropic",NA,"air",NA,NA,34.5,"31.54",-8.947733577,-54.89999978,12,25.04,2339.06,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.378370246
"873","Tropiduridae","Tropidurus_torquatus","yes","Pyron and Burbrink 2014","Frost et al. 2001","Neotropic","Diurnal","air",NA,5,33.5,"34.99",-10.40790263,-54.50705244,11.89,23.82,1757.78,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.899597947
"874","Tropiduridae","Tropidurus_hispidus","yes","Pyron and Burbrink 2014","Frost et al. 2001","Neotropic","Diurnal","air",12,NA,34.1,"34.47",-8.414723423,-50.69976612,11.87,24.57,1719.75,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.943706466
"875","Tropiduridae","Tropidurus_oreadicus","yes","Pyron and Burbrink 2014","Frost et al. 2001","Neotropic","Diurnal","air",NA,NA,35.5,"36.2",-10.48226385,-53.16926119,11.9,24.85,1802.83,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.739397358
"876","Polychrotidae","Polychrus_acutirostris","yes","Pyron and Burbrink 2014","no","Neotropic","Diurnal","air",NA,8.75,35,"#DIV/0!",-12.91299887,-50.9932978,11.86,23.83,1498.97,"Tropical & Subtropical Moist Broadleaf Forests","no","mixed","Sauria","Pleurodonta",2.024063953
"877","Scincidae","Psychosaura_macrorhyncha","yes","Pyron and Burbrink 2014","Hedges and Conn 2012","Neotropic","Diurnal","air",NA,11,31.9,"#DIV/0!",-17.87696238,-42.81637485,11.82,21.53,1154.5,"Tropical & Subtropical Moist Broadleaf Forests","no","mixed","Sauria","Scincoidea",1.105093711
"878","Liolaemidae","Liolaemus_lutzae","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008, Olave et al. 2014","Neotropic","Diurnal","air",NA,12,32.65,"#DIV/0!",-22.16431948,-42.08095616,11.7,21.88,1227.32,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.359260851
"879","Phyllodactylidae","Phyllopezus_pollicaris","yes","Pyron and Burbrink 2014","Gamble et al. 2012, Torres-Carvajal et al. 2014","Neotropic","Cathemeral","air",12,NA,27.4,"#DIV/0!",-14.78654637,-50.97542843,11.84,23.4,1436.87,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Gekkota",1.342396018
"880","Scincidae","Brasiliscincus_agilis","yes","Pyron and Burbrink 2014","Hedges and Conn 2012","Neotropic","Diurnal","air",12,NA,32.95,"#DIV/0!",-17.24582236,-41.12293534,11.82,22.07,1140.87,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",1.275753811
"881","Teiidae","Kentropyx_calcarata","yes","Pyron and Burbrink 2014","Wereneck et al. 2009","Neotropic","Diurnal","air",12,NA,35.9,"#DIV/0!",-10.94423929,-51.63895879,11.87,24.29,1627.78,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",1.70795105
"882","Teiidae","Ameivula_ocellifera","yes","Pyron and Burbrink 2014","Giugliano et al. 2007, Goicoechea et al. 2016","Neotropic","Diurnal","air",12,NA,37.25,"#DIV/0!",-13.21921852,-50.01423459,11.85,23.53,1504.58,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",1.719253675
"885","Hoplocercidae","Enyalioides_laticeps","yes","Pyron and Burbrink 2014","Torres-Carvajal and de Queiroz 2009","Neotropic","Diurnal","air",NA,NA,25,"#DIV/0!",-3.798945651,-71.18916947,11.96,24.3,2603.79,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",2.088302573
"886","Gymnophthalmidae","Potamites_juruazensis","yes","Pyron and Burbrink 2014","Castoe et al. 2004, Colli et al. 2015, Torres-Carvajal et al. 2016","Neotropic","Diurnal","water",NA,NA,26.25,"#DIV/0!",-9.457562942,-73.28666256,11.94,22.66,1907.3,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",0.644839235
"888","Gymnophthalmidae","Iphisa_elegans","yes","Pyron and Burbrink 2014","Castoe et al. 2004, Colli et al. 2015","Neotropic","Diurnal","air",NA,NA,29.5,"#DIV/0!",-4.021123476,-63.13906081,11.96,24.55,2311.14,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",0.763422494
"889","Liolaemidae","Liolaemus_occipitalis","yes","Pyron and Burbrink 2014","Pincheira-Donoso et al. 2008","Neotropic","Diurnal","air",NA,NA,31.355,"#DIV/0!",-28.70123406,-50.45323806,11.66,17.71,1530.95,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.064785811
"890","Dactyloidae","Anolis_philopunctatus","yes","Prates et al. 2014","Castaneda and de Queiroz 2013","Neotropic","Diurnal","air",NA,NA,29.2,"#DIV/0!",-3.640828391,-59.05715814,11.99,26.8,2279.28,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.175381463
"892","Scincidae","Copeoglossum_nigropunctatum","yes","Pyron and Burbrink 2014","Miralles et al. 2009, Hedges and Conn 2012, Pinto-Sanchez et al. 2015","Neotropic","Diurnal","air",NA,NA,33.05,"#DIV/0!",-6.60696388,-59.83886519,11.91,24.48,2045.98,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",1.504390294
"893","Scincidae","Trachylepis_atlantica","yes","Pyron and Burbrink 2014","Sindaco et al. 2012","Neotropic","Diurnal","air",NA,NA,32.2,"#DIV/0!",-3.858595555,-32.43229867,0,26.95,1348,"Tropical & Subtropical Moist Broadleaf Forests","yes","Active","Sauria","Scincoidea",1.37581223
"894","Scincidae","Varzea_bistriata","yes","Pyron and Burbrink 2014","Hedges and Conn 2012, Pinto-Sanchez et al. 2015","Neotropic","Diurnal","air",NA,NA,32.9,"#DIV/0!",-4.335030763,-59.85041514,11.97,25.66,2316.61,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",1.453850162
"895","Tropiduridae","Eurolophosaurus_nanuzae","yes","Pyron and Burbrink 2014","Passoni et al. 2008","Neotropic","Diurnal","air",NA,NA,34.1,"#DIV/0!",-17.88301779,-42.83776732,11.91,21.09,1186.12,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",0.989513004
"896","Scincidae","Plestiodon_elegans","yes","Pyron and Burbrink 2014","Brandley et al. 2012","Palearctic","Diurnal","air",NA,NA,31,"28.6",28.03033056,110.2263532,11.45,15.86,1281.15,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",1.401420247
"899","Dactyloidae","Anolis_poecilopus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","water",12,2.335,26.5,"#DIV/0!",8.062816086,-76.51338109,11.77,25.53,2717.67,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",0.925279719
"900","Scincidae","Scincella_cherriei","yes","Pyron and Burbrink 2014","Skinner et al. 2011","Neotropic","Diurnal","air",12,9.5,27,"#DIV/0!",15.67793169,-87.78692999,11.75,24.81,2213.45,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",0.792171279
"901","Dactyloidae","Anolis_tropidolepis","yes","Kohler et al. 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,8.5,19.95,"#DIV/0!",10.1136041,-84.24446083,11.6,20.38,2924.39,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",0.635846618
"902","Corytophanidae","Basiliscus_plumifrons","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Neotropic","Diurnal","water",12,20,31.7,"#DIV/0!",12.95844363,-84.21673014,11.71,25.13,2896.71,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",2.743519448
"903","Dactyloidae","Anolis_woodi","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",12,NA,21.5,"#DIV/0!",9.567857757,-83.6807676,11.6,21.15,3143.24,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.31
"905","Dactyloidae","Anolis_capito","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",12,NA,28.85,"#DIV/0!",13.48330247,-85.90087802,11.72,24.69,2592.58,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.31
"908","Dactyloidae","Anolis_townsendi","yes","no","Nicholson et al. 2012","Neotropic","Diurnal","air",NA,NA,30.9,"#DIV/0!",5.530406681,-87.0614681,10.87,0,0,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Pleurodonta",0.835894025
"909","Dactyloidae","Anolis_alutaceus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005 (pandoensis)","Neotropic","Diurnal","air",12,NA,28.7,"#DIV/0!",21.67613271,-79.42203607,11.66,24.43,1445.06,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Pleurodonta",0.37221172
"910","Dactyloidae","Anolis_barbatus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,NA,29.8,"#DIV/0!",22.37793224,-81.37320594,11.75,24.27,1477.71,"Tropical & Subtropical Moist Broadleaf Forests","yes","Sit&wait","Sauria","Pleurodonta",1.987980727
"911","Dactyloidae","Anolis_jubar","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,NA,31.65,"#DIV/0!",21.07533074,-76.82129293,11.44,25.04,1177.36,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Pleurodonta",0.699216351
"912","Dactyloidae","Anolis_oculatus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,4,27.35,"#DIV/0!",15.42528967,-61.35602568,10.83,24.04,2595.17,"Tropical & Subtropical Moist Broadleaf Forests","yes","Sit&wait","Sauria","Pleurodonta",1.284187115
"914","Dactyloidae","Anolis_marcanoi","yes","Pyron and Burbrink 2014","Alfoldi et al. 2011","Neotropic","Diurnal","air",NA,NA,32.4,"#DIV/0!",18.44099173,-70.46594488,11.69,21.88,1199.58,"Tropical & Subtropical Moist Broadleaf Forests","yes","Sit&wait","Sauria","Pleurodonta",0.759591095
"915","Dactyloidae","Anolis_semilineatus","yes","Pyron and Burbrink 2014","Nicholson et al. 2005","Neotropic","Diurnal","air",NA,NA,31.5,"#DIV/0!",18.90907048,-71.21922545,11.63,24.19,1427.44,"Tropical & Subtropical Moist Broadleaf Forests","yes",NA,"Sauria","Pleurodonta",0.345311898
"916","Leiocephalidae","Leiocephalus_barahonensis","yes","Pyron and Burbrink 2014","Schulte and Moreno-Roark 2010","Neotropic","Diurnal","air",NA,NA,36.1,"#DIV/0!",18.04596168,-71.63077831,11.38,24.34,1181.95,"Tropical & Subtropical Moist Broadleaf Forests","yes","Sit&wait","Sauria","Pleurodonta",1.207437725
"917","Dactyloidae","Anolis_bitectus","yes","Pyron and Burbrink 2014","no","Neotropic","Diurnal","air",12,5,26.5,"#DIV/0!",-1.486770307,-79.48748224,11.51,21.49,1603.47,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",0.580526533
"918","Phyllodactylidae","Phyllodactylus_reissii","yes","Pyron and Burbrink 2014","Gamble et al. 2012, Torres-Carvajal et al. 2013, Torres-Carvajal et al. 2014","Neotropic","Nocturnal","air",12,NA,22.35,"#DIV/0!",-5.511414722,-79.15755409,11.23,17.61,658.94,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Gekkota",1.122600012
"919","Tropiduridae","Uracentron_flaviceps","yes","Pyron and Burbrink 2014","no","Neotropic","Diurnal","air",12,NA,31.2,"#DIV/0!",-4.217072284,-72.21666298,11.97,24.76,2573.85,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.863811975
"920","Dactyloidae","Anolis_aequatorialis","yes","Pyron and Burbrink 2014","Poe 2004, Castaneda and de Queiroz 2011, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,22.3,"#DIV/0!",-0.25720716,-78.84292017,11.45,19.97,2130.57,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",1.542951226
"922","Dactyloidae","Anolis_festae","yes","Pyron and Burbrink 2014","Castaneda and de Queiroz 2011, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,24.3,"#DIV/0!",-0.971998401,-79.66770197,11.57,24.62,1647.3,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",0.678440375
"923","Dactyloidae","Anolis_peraccae","yes","Pyron and Burbrink 2014","Castaneda and de Queiroz 2011, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,24.7,"#DIV/0!",0.074028965,-78.92993113,11.47,20.26,2273.36,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",0.719659896
"924","Dactyloidae","Anolis_chloris","yes","Pyron and Burbrink 2014","Poe 2004, Nicholson et al. 2012, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,24.8,"#DIV/0!",3.131763041,-77.90215112,11.6,22.73,3569.53,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Pleurodonta",0.657320979
"925","Gymnophthalmidae","Alopoglossus_atriventris","yes","Pyron and Burbrink 2014","Colli et al. 2015","Neotropic","Diurnal","air",NA,NA,26.15,"#DIV/0!",-4.811751087,-71.35420809,11.98,24.65,2450.63,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",0.568677601
"926","Sphaerodactylidae","Gonatodes_concinnatus","yes","Pyron and Burbrink 2014","Schargel et al. 2010","Neotropic","Diurnal","air",NA,NA,27.7,"#DIV/0!",0.744113633,-72.75400058,11.91,25.22,2802.59,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Gekkota",0.55332766
"927","Phyllodactylidae","Thecadactylus_solimoensis","yes","Pyron and Burbrink 2014","Gamble et al. 2012","Neotropic","Nocturnal","air",NA,NA,26.4,"#DIV/0!",-7.43636096,-70.40550003,11.94,23.84,2219.86,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Gekkota",1.703591255
"928","Gymnophthalmidae","Arthrosaura_reticulata","yes","Pyron and Burbrink 2014","Castoe et al. 2004, Colli et al. 2015","Neotropic","Diurnal","air",NA,NA,26.85,"#DIV/0!",-4.11951857,-61.7870194,11.97,25.8,2313.3,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Lacertoidea",0.934855067
"929","Dactyloidae","Anolis_princeps","yes","Pyron and Burbrink 2014","Castaneda and de Queiroz 2013, Prates et al. 2014","Neotropic","Diurnal","air",NA,NA,27.4,"#DIV/0!",0.332218565,-78.94113027,11.52,22.5,2813.62,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.584846598
"934","Gekkonidae","Lepidodactylus_lugubris","yes","Pyron and Burbrink 2014","Heinicke et al. 2012","Oriental","Nocturnal","air",12,4.75,29.5,"29.2",12.54071692,103.7680678,11.53,24.21,1978.84,"Tropical & Subtropical Moist Broadleaf Forests","no","Sit&wait","Sauria","Gekkota",0.472601256
"935","Scincidae","Emoia_cyanura","yes","Pyron and Burbrink 2014","Hamilton 2008, Pyron and Burbrink 2014","Oceania","Diurnal","air",NA,9,33.6,"32.68",-8.549106301,92.64822492,11.21,24.56,2384.14,"Tropical & Subtropical Moist Broadleaf Forests","yes","Active","Sauria","Scincoidea",0.728897229
"936","Dactyloidae","Anolis_roquet","yes","Pyron and Burbrink 2014","Castaneda and de Queiroz 2013, Prates et al. 2014","Neotropic","Diurnal","air",NA,10.6,26.45,"#DIV/0!",14.6336662,-61.01209108,11.09,25.27,2052.08,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.117294444
"937","Scincidae","Mabuya_mabouya","yes","Pyron and Burbrink 2014","Whiting et al. 2006","Neotropic","Diurnal","air",NA,12,34.15,"#DIV/0!",13.86828196,-64.04774982,11.67,24.81,2189.27,"Tropical & Subtropical Moist Broadleaf Forests","no","Active","Sauria","Scincoidea",1.541134847
"938","Dactyloidae","Anolis_marmoratus","yes","Pyron and Burbrink 2014","Alfoldi et al. 2011","Neotropic","Diurnal","air",NA,NA,29.85,"#DIV/0!",16.23000348,-61.55905752,11,25.12,1715,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Pleurodonta",1.102350479
"939","Teiidae","Dracaena_guianensis","yes","Pyron and Burbrink 2014","Giugliano et al. 2007","Neotropic","Diurnal","water",NA,NA,32.2,"#DIV/0!",-4.281221095,-63.95246024,11.98,25.95,2417.53,"Tropical & Subtropical Moist Broadleaf Forests","no",NA,"Sauria","Lacertoidea",3.385330342
